title,album,lyrics,lyrics_clean
The Judge,Blurryface,"Na-na-na-na, oh, oh
Na-na-na-na, oh, oh
Na-na-na-na, oh, oh

When the leader of the bad guys sang
Something soft and soaked in pain
I heard the echo from his secret hideaway
He must've forgot to close his door
As he cranked out those dismal chords
And his four walls declared him insane

I found my way, right time, wrong place
As I pled my case

You're the judge, oh no
Set me free
You're the judge, oh no
Set me free
I know my soul's freezin', Hell's hot for good reason
So please, take me

Na-na-na-na, oh, oh
Na-na-na-na, oh, oh
Na-na-na-na, oh, oh

Three lights are lit, but the fourth one's out
I can tell 'cause it's a bit darker than the last night's bout
I forgot about the drought of light bulbs in this house
So I head out down a route I think is headin' south
But I'm not good with directions and I hide behind my mouth
I'm a pro at imperfections and I'm best friends with my doubt
And now that my mind's out and now I hear it clear and loud
I'm thinkin', ""Wow, I probably should've stayed inside my house""

I found my way, right time, wrong place
As I pled my case

You're the judge, oh no
Set me free
You're the judge, oh no
Set me free
I know my soul's freezin', Hell's hot for good reason
So please

I don't know if this song
Is a surrender or a revel
I don't know if this one
Is about me or the devil
I don't know if this song
Is a surrender or a revel
I don't know if this one
Is about me or the devil

(Woah, oh-oh)
Oh! (Yeah)
(Woah, oh-oh)

You're the judge, oh no
Set me free, oh no
You're the judge, oh no
Set me free, oh no
I know my soul's freezin', Hell's hot for good reason (Oh)
So please (Ooh-ooh)

(Yeah, yeah)
(Yeah, yeah, yeah)
Na-na-na-na, oh, oh
Na-na-na-na, oh, oh
Na-na-na-na, oh, oh
Na-na-na-na, oh, oh

You're the judge, oh no (Na-na-na-na, oh, oh)
Set me free (Na-na-na-na, oh, oh)
You're the judge, oh no (Na-na-na-na, oh, oh)
Set me free (Na-na-na-na, oh, oh)
You're the judge, oh no (Na-na-na-na, oh, oh)
Set me free (Na-na-na-na, oh, oh; oh, Josh Dun!)
You're the judge, oh no (Na-na-na-na, oh, oh)
Set me free (Na-na-na-na, oh, oh)","na-na-na-na, oh, oh
na-na-na-na, oh, oh
na-na-na-na, oh, oh
when the leader of the bad guys sang
something soft and soaked in pain
i heard the echo from his secret hideaway
he must've forgot to close his door
as he cranked out those dismal chords
and his four walls declared him insane
i found my way, right time, wrong place
as i pled my case
you're the judge, oh no
set me free
you're the judge, oh no
set me free
i know my soul's freezin', hell's hot for good reason
so please, take me
na-na-na-na, oh, oh
na-na-na-na, oh, oh
na-na-na-na, oh, oh
three lights are lit, but the fourth one's out
i can tell 'cause it's a bit darker than the last night's bout
i forgot about the drought of light bulbs in this house
so i head out down a route i think is headin' south
but i'm not good with directions and i hide behind my mouth
i'm a pro at imperfections and i'm best friends with my doubt
and now that my mind's out and now i hear it clear and loud
i'm thinkin', ""wow, i probably should've stayed inside my house""
i found my way, right time, wrong place
as i pled my case
you're the judge, oh no
set me free
you're the judge, oh no
set me free
i know my soul's freezin', hell's hot for good reason
so please
i don't know if this song
is a surrender or a revel
i don't know if this one
is about me or the devil
i don't know if this song
is a surrender or a revel
i don't know if this one
is about me or the devil
oh!
you're the judge, oh no
set me free, oh no
you're the judge, oh no
set me free, oh no
i know my soul's freezin', hell's hot for good reason
so please
na-na-na-na, oh, oh
na-na-na-na, oh, oh
na-na-na-na, oh, oh
na-na-na-na, oh, oh
you're the judge, oh no
set me free
you're the judge, oh no
set me free
you're the judge, oh no
set me free
you're the judge, oh no
set me free"
Doubt,Blurryface,"Scared of my own image, scared of my own immaturity
Scared of my own ceiling, scared I'll die of uncertainty
Fear might be the death of me, fear leads to anxiety
Don't know what's inside of me

Don't forget abou-bou-bou-bou-bout me
Don't forget abou-bou-bou-bou-bout me
Even when I doubt you (Doubt you)
I'm no good without you, no, no

Temperature is dropping, temperature is dropping
I'm not sure if I can see this ever stopping
Shaking hands with the dark parts of my thoughts, no
You are all that I've got, no

Don't forget abou-bou-bou-bou-bout me
Don't forget abou-bou-bou-bou-bout me
Even when I doubt you (Doubt you)
I'm no good without you, no, no, no, no, no

Gnawing on the bishops, claw our way up their system
Repeating simple phrases, someone holy insisted
Want the markings made on my skin
To mean something to me again
Hope you haven't left without me
Hope you haven't left without me, please

Don't forget abou-bou-bou-bou-bout me
Don't forget abou-bou-bou-bou-bout me
Even when I doubt you (Doubt you)
I'm no good without you, no
Don't forget abou-bou-bou-bou-bout me
Don't forget abou-bou-bou-bou-bout me
Even when I doubt you
No good without you, no, no, no, no

Hey, hey (Don't forget about me, no), no, no, no, no
Hey, hey (Don't forget about me, no), no, no, no, no
Hey, hey (Don't forget about me, no)
Hey, hey (Don't forget about me, no)","scared of my own image, scared of my own immaturity
scared of my own ceiling, scared i'll die of uncertainty
fear might be the death of me, fear leads to anxiety
don't know what's inside of me
don't forget abou-bou-bou-bou-bout me
don't forget abou-bou-bou-bou-bout me
even when i doubt you
i'm no good without you, no, no
temperature is dropping, temperature is dropping
i'm not sure if i can see this ever stopping
shaking hands with the dark parts of my thoughts, no
you are all that i've got, no
don't forget abou-bou-bou-bou-bout me
don't forget abou-bou-bou-bou-bout me
even when i doubt you
i'm no good without you, no, no, no, no, no
gnawing on the bishops, claw our way up their system
repeating simple phrases, someone holy insisted
want the markings made on my skin
to mean something to me again
hope you haven't left without me
hope you haven't left without me, please
don't forget abou-bou-bou-bou-bout me
don't forget abou-bou-bou-bou-bout me
even when i doubt you
i'm no good without you, no
don't forget abou-bou-bou-bou-bout me
don't forget abou-bou-bou-bou-bout me
even when i doubt you
no good without you, no, no, no, no
hey, hey , no, no, no, no
hey, hey , no, no, no, no
hey, hey
hey, hey"
Polarize,Blurryface,"Help me polarize, help me polarize, help me down
Those stairs is where I'll be hidin' all my problems
Help me polarize, help me polarize, help me out
My friends and I, we got a lot of problems

You know where I'm comin' from
Though I am runnin' to you
All I feel is deny, deny, denial

I wanted to be a better brother, better son
Wanted to be a better adversary to the evil I have done
I have none to show to the one I love
But deny, deny, denial

Help me polarize, help me polarize, help me down
Those stairs is where I'll be hidin' all my problems
Help me polarize, help me polarize, help me out
My friends and I, we got a lot of problems

Polarize is takin' your disguises
Separatin' 'em, splittin' 'em up from wrong and right
It's decidin' where to die and decidin' where to fight
Deny, deny, denial

I wanted to be a better brother, better son
Wanted to be a better adversary to the evil I have done
I have none to show to the one I love
But deny, deny, denial

Help me polarize, help me polarize, help me down
Those stairs is where I'll be hidin' all my problems
Help me polarize, help me polarize, help me out
My friends and I, we got a lot of problems

Ah-da-da, da-da, da-da da-da
Ah-da-da, da-da, we have problems
Ah-da-da, da-da, da-da da-da
Ah-da-da, da-da, we have problems

Domingo en fuego
I think I lost my halo
I don't know where you are
You'll have to come and find me, find me
Domingo en fuego
I think I lost my halo
I don't know where you are
You'll have to come and find me, find me

Ah-da-da da-da da-da da-da
Ah-da-da da-da, we have problems
Ah-da-da da-da da-da da-da
Ah-da-da da-da, we have problems

Help me polarize, help me polarize, help me out
My friends and I have problems
Help me polarize, help me polarize, help me out
My friends and I have problems
Help me polarize, help me polarize, help me out
My friends and I have problems
Help me polarize, help me polarize, help me out
My friends and I have problems, yeah

(We have problems)
Singing out, we're singing out, we're singing out
(We have problems)
Yeah

I wanted to be a better brother, better son
I wanted to be a better brother, better son
I wanted to be a better brother, better son","help me polarize, help me polarize, help me down
those stairs is where i'll be hidin' all my problems
help me polarize, help me polarize, help me out
my friends and i, we got a lot of problems
you know where i'm comin' from
though i am runnin' to you
all i feel is deny, deny, denial
i wanted to be a better brother, better son
wanted to be a better adversary to the evil i have done
i have none to show to the one i love
but deny, deny, denial
help me polarize, help me polarize, help me down
those stairs is where i'll be hidin' all my problems
help me polarize, help me polarize, help me out
my friends and i, we got a lot of problems
polarize is takin' your disguises
separatin' 'em, splittin' 'em up from wrong and right
it's decidin' where to die and decidin' where to fight
deny, deny, denial
i wanted to be a better brother, better son
wanted to be a better adversary to the evil i have done
i have none to show to the one i love
but deny, deny, denial
help me polarize, help me polarize, help me down
those stairs is where i'll be hidin' all my problems
help me polarize, help me polarize, help me out
my friends and i, we got a lot of problems
ah-da-da, da-da, da-da da-da
ah-da-da, da-da, we have problems
ah-da-da, da-da, da-da da-da
ah-da-da, da-da, we have problems
domingo en fuego
i think i lost my halo
i don't know where you are
you'll have to come and find me, find me
domingo en fuego
i think i lost my halo
i don't know where you are
you'll have to come and find me, find me
ah-da-da da-da da-da da-da
ah-da-da da-da, we have problems
ah-da-da da-da da-da da-da
ah-da-da da-da, we have problems
help me polarize, help me polarize, help me out
my friends and i have problems
help me polarize, help me polarize, help me out
my friends and i have problems
help me polarize, help me polarize, help me out
my friends and i have problems
help me polarize, help me polarize, help me out
my friends and i have problems, yeah
singing out, we're singing out, we're singing out
yeah
i wanted to be a better brother, better son
i wanted to be a better brother, better son
i wanted to be a better brother, better son"
We Don’t Believe What’s on TV,Blurryface,"Yeah, yeah, yeah!

We don't believe what's on TV
Because it's what we want to see
And what we want we know we can't believe
We have all learned to kill our dreams

I need to know
That when I fail, you'll still be here, mm
'Cause if you stick around, I'll sing you pretty sounds
And we'll make money selling your hair

I don't care what's in your hair
I just wanna know what's on your mind
I used to say, ""I wanna die before I'm old""
But because of you, I might think twice
Yeah, yeah, yeah!
Yeah, yeah, yeah!

Alright, second verse

What if my dream does not happen?
Would I just change what I've told my friends?
Don't want to know who I would be
When I wake up from a dreamer's sleep

I need to know
That when I fail, you'll still be here, oh
'Cause if you stick around, I'll sing you pretty sounds
And we'll make money selling your hair

But I don't care what's in your hair
I just wanna know what's on your mind
I used to say I wanna die before I'm old
But because of you, I might think twice
I don't care what's in your hair
I just wanna know what's on your mind
I used to say I wanna die before I'm old
But because of you, I might think twice

Yeah, yeah, yeah!
Oh!
Yeah, yeah, yeah!
Yeah, yeah, yeah!
Oh-oh-oh-oh-oh
Yeah, yeah, yeah!
Oh-oh-oh-oh-oh
Yeah, yeah, yeah!
Oh-oh-oh-oh-oh
Yeah, yeah, yeah!
Oh-oh-oh-oh-oh
Yeah, yeah, yeah!
Oh-oh-oh-oh-oh
Yeah, yeah, yeah!
Oh-oh-oh-oh-oh
Yeah, yeah, yeah!
Oh-oh-oh-oh-oh
Yeah, yeah, yeah!
Oh-oh-oh-oh-oh
Yeah, yeah, yeah!","yeah, yeah, yeah!
we don't believe what's on tv
because it's what we want to see
and what we want we know we can't believe
we have all learned to kill our dreams
i need to know
that when i fail, you'll still be here, mm
'cause if you stick around, i'll sing you pretty sounds
and we'll make money selling your hair
i don't care what's in your hair
i just wanna know what's on your mind
i used to say, ""i wanna die before i'm old""
but because of you, i might think twice
yeah, yeah, yeah!
yeah, yeah, yeah!
alright, second verse
what if my dream does not happen?
would i just change what i've told my friends?
don't want to know who i would be
when i wake up from a dreamer's sleep
i need to know
that when i fail, you'll still be here, oh
'cause if you stick around, i'll sing you pretty sounds
and we'll make money selling your hair
but i don't care what's in your hair
i just wanna know what's on your mind
i used to say i wanna die before i'm old
but because of you, i might think twice
i don't care what's in your hair
i just wanna know what's on your mind
i used to say i wanna die before i'm old
but because of you, i might think twice
yeah, yeah, yeah!
oh!
yeah, yeah, yeah!
yeah, yeah, yeah!
oh-oh-oh-oh-oh
yeah, yeah, yeah!
oh-oh-oh-oh-oh
yeah, yeah, yeah!
oh-oh-oh-oh-oh
yeah, yeah, yeah!
oh-oh-oh-oh-oh
yeah, yeah, yeah!
oh-oh-oh-oh-oh
yeah, yeah, yeah!
oh-oh-oh-oh-oh
yeah, yeah, yeah!
oh-oh-oh-oh-oh
yeah, yeah, yeah!
oh-oh-oh-oh-oh
yeah, yeah, yeah!"
Message Man,Blurryface,"(Eh, eh, eh, eh)
(Eh, eh, eh, eh)
No, no, no, no, no, no (
Eh, eh, eh, eh
)
Yeah, yeah, yeah, yeah, yeah, yeah (
Eh, eh, eh, eh
)

A loser hides behind
A mask of my disguise
And who I am today
Is worse than other times
You don't know what I've done
I'm wanted and on the run
I'm wanted and on the run
So I'm takin' this moment to live in the future

Release me from the present, I'm obsessin', all these questions
Why I'm in denial that they tried the suicidal session
Please use discretion when you're messin' with the message, man
These lyrics aren't for everyone, only few understand

(Eh, eh, eh, eh)
(Eh, eh, eh, eh)
No, no, no, no, no, no (
Eh, eh, eh, eh
)
Yeah, yeah, yeah, yeah, yeah, yeah (
Eh, eh, eh, eh
)

You don't know my brain
The way you know my name
You don't know my heart
The way you know my face
You don't know what I've done
I'm wanted and on the run
I'm wanted and on the run
So I'm takin' this moment to live in the future

Release me from the present, I'm obsessin', all these questions
Why I'm in denial that they tried the suicidal session
Please use discretion when you're messin' with the message, man
These lyrics aren't for everyone, only few understand

(
Eh, eh, eh, eh
)
(
Eh, eh, eh, eh
)
My people singin'
(
Eh, eh, eh, eh
)
My people singin'
(
Eh, eh, eh, eh
)
Hope you're dead 'cause how could you sleep at a time like this?
People, they rhyme like this, we're all impressed by this
They rip it, flip it, but these are just triplets
Wrote this in three minutes, three words to a line
It's just poetry divided, I'm the kind of guy
Who takes every moment he knows he confided in
Music to use it for others to use it
You're dead 'cause how could you sleep at a time like this?
Life is up here but you comment below
And the comments will always become common
Motivation to promote your show's next episode
So your brain knows to keep going even though hope
Is far from this moment
But you and I know it gets better when morning finally rears its head
Together we're losers, remember the future
Remember the morning is when night is dead

Release me from the present, I'm obsessin', all these questions
Why I'm in denial that they tried the suicidal session
Please use discretion when you're messin' with the message, man
These lyrics aren't for everyone, only few understand
Please use discretion when you're messin' with the message, man
These lyrics aren't for everyone, only few understand

(Eh, eh, eh, eh)
(Eh, eh, eh, eh)
My people singin'
(Eh, eh, eh, eh)
My people singin'
(Eh, eh, eh, eh)
My people singin'","no, no, no, no, no, no (
eh, eh, eh, eh
)
yeah, yeah, yeah, yeah, yeah, yeah (
eh, eh, eh, eh
)
a loser hides behind
a mask of my disguise
and who i am today
is worse than other times
you don't know what i've done
i'm wanted and on the run
i'm wanted and on the run
so i'm takin' this moment to live in the future
release me from the present, i'm obsessin', all these questions
why i'm in denial that they tried the suicidal session
please use discretion when you're messin' with the message, man
these lyrics aren't for everyone, only few understand
no, no, no, no, no, no (
eh, eh, eh, eh
)
yeah, yeah, yeah, yeah, yeah, yeah (
eh, eh, eh, eh
)
you don't know my brain
the way you know my name
you don't know my heart
the way you know my face
you don't know what i've done
i'm wanted and on the run
i'm wanted and on the run
so i'm takin' this moment to live in the future
release me from the present, i'm obsessin', all these questions
why i'm in denial that they tried the suicidal session
please use discretion when you're messin' with the message, man
these lyrics aren't for everyone, only few understand
(
eh, eh, eh, eh
)
(
eh, eh, eh, eh
)
my people singin'
(
eh, eh, eh, eh
)
my people singin'
(
eh, eh, eh, eh
)
hope you're dead 'cause how could you sleep at a time like this?
people, they rhyme like this, we're all impressed by this
they rip it, flip it, but these are just triplets
wrote this in three minutes, three words to a line
it's just poetry divided, i'm the kind of guy
who takes every moment he knows he confided in
music to use it for others to use it
you're dead 'cause how could you sleep at a time like this?
life is up here but you comment below
and the comments will always become common
motivation to promote your show's next episode
so your brain knows to keep going even though hope
is far from this moment
but you and i know it gets better when morning finally rears its head
together we're losers, remember the future
remember the morning is when night is dead
release me from the present, i'm obsessin', all these questions
why i'm in denial that they tried the suicidal session
please use discretion when you're messin' with the message, man
these lyrics aren't for everyone, only few understand
please use discretion when you're messin' with the message, man
these lyrics aren't for everyone, only few understand
my people singin'
my people singin'
my people singin'"
Hometown,Blurryface,"My shadow tilts its head at me
Spirits in the dark are waiting
I will let the wind go quietly
I will let the wind go quietly

Be the one, be the one to take my soul and make it undone
Be the one, be the one to take me home and show me the sun
I know, I know you can bring the fire, I can bring the bones
I know, I know you'll make the fire, my bones will make it grow

Where we're from, there's no sun, our hometown's in the dark
Where we're from, we're no one, our hometown's in the dark
Our hometown's in the dark

My shadow tilts its head at me
Spirits in the dark are waiting
I will let the wind go quietly
I will let the wind go quietly

Put away, put away all the gods your father served today
Put away, put away your traditions, believe me when I say
We don't know, we don't know how to put back the power in our soul
We don't know, we don't know where to find what once was in our bones

Where we're from, there's no sun, our hometown's in the dark
Where we're from, we're no one, our hometown's in the dark
Our hometown's in the dark

My shadow tilts its head at me
Spirits in the dark are waiting
I will let the wind go quietly
I will let the wind go quietly

Where we're from, there's no sun, our hometown's in the dark
Where we're from, we're no one, our hometown's in the dark","my shadow tilts its head at me
spirits in the dark are waiting
i will let the wind go quietly
i will let the wind go quietly
be the one, be the one to take my soul and make it undone
be the one, be the one to take me home and show me the sun
i know, i know you can bring the fire, i can bring the bones
i know, i know you'll make the fire, my bones will make it grow
where we're from, there's no sun, our hometown's in the dark
where we're from, we're no one, our hometown's in the dark
our hometown's in the dark
my shadow tilts its head at me
spirits in the dark are waiting
i will let the wind go quietly
i will let the wind go quietly
put away, put away all the gods your father served today
put away, put away your traditions, believe me when i say
we don't know, we don't know how to put back the power in our soul
we don't know, we don't know where to find what once was in our bones
where we're from, there's no sun, our hometown's in the dark
where we're from, we're no one, our hometown's in the dark
our hometown's in the dark
my shadow tilts its head at me
spirits in the dark are waiting
i will let the wind go quietly
i will let the wind go quietly
where we're from, there's no sun, our hometown's in the dark
where we're from, we're no one, our hometown's in the dark"
Not Today,Blurryface,"I don't know why I just feel I'm better off
Stayin' in the same room I was born in
I look outside and see a whole world better off
Without me in it tryin' to transform it

You are out of my mind, oh
You aren't seein' my side, oh
You waste all this time tryin' to get to me
But you are out of my mind
Yeah

Listen, I know
This one's a contradiction because of how happy it sounds
But the lyrics are so down
It's okay though
Because it represents, wait, better yet, it is
Who I feel I am right now

You are out of my mind, oh
You aren't seein' my side, oh
You waste all this time tryin' to get to me
But you are out of my mind

Heard you say, ""Not today""
Tore the curtains down, windows open, now make a sound
Heard your voice, ""There's no choice""
Tore the curtains down, windows open, now make a noise

Oh, don't you test me though
Just because I play the piano
Doesn't mean I am not willing to take you down
I'm sorry

I'm, I'm out of my mind, oh
I'm not seein' things right, oh
I waste all this time tryin' to run from you
But I'm, I'm out of my mind

Heard you say, ""Not today""
Tore the curtains down, windows open, now make a sound
Heard your voice, ""There's no choice""
Tore the curtains down, windows open, now make a noise

Ooh-ooh, ooh-ooh, yeah, oh
Ooh-ooh, ooh-ooh, yeah, oh
Ooh-ooh-ooh-ooh

You are out of my mind
You aren't seein' my side
You waste all this time tryin' to get to me
But you are out of my mind

Heard you say, ""Not today""
Tore the curtains down, windows open, now make a sound
Heard your voice, ""There's no choice""
Tore the curtains down, windows open, now make a noise

Bah bah bah, bah bah bah (Yeah)
Bah bah bah bah bah, bah bah bah bah bah (Yeah)
(Woah) Bah bah bah, (Yeah) bah bah bah
(No, no) Bah bah bah bah bah, (No, yeah) bah bah bah bah bah
Bah bah bah, bah bah bah (Not today, not today)
Bah bah bah bah bah (Not today), bah bah bah bah bah (Not today)
Bah bah bah (No, not today), bah bah bah (Not today)
(No, no, no, no) Bah bah bah bah bah, bah bah bah bah (No) bah (No)
Ooh-ooh-ooh-ooh","i don't know why i just feel i'm better off
stayin' in the same room i was born in
i look outside and see a whole world better off
without me in it tryin' to transform it
you are out of my mind, oh
you aren't seein' my side, oh
you waste all this time tryin' to get to me
but you are out of my mind
yeah
listen, i know
this one's a contradiction because of how happy it sounds
but the lyrics are so down
it's okay though
because it represents, wait, better yet, it is
who i feel i am right now
you are out of my mind, oh
you aren't seein' my side, oh
you waste all this time tryin' to get to me
but you are out of my mind
heard you say, ""not today""
tore the curtains down, windows open, now make a sound
heard your voice, ""there's no choice""
tore the curtains down, windows open, now make a noise
oh, don't you test me though
just because i play the piano
doesn't mean i am not willing to take you down
i'm sorry
i'm, i'm out of my mind, oh
i'm not seein' things right, oh
i waste all this time tryin' to run from you
but i'm, i'm out of my mind
heard you say, ""not today""
tore the curtains down, windows open, now make a sound
heard your voice, ""there's no choice""
tore the curtains down, windows open, now make a noise
ooh-ooh, ooh-ooh, yeah, oh
ooh-ooh, ooh-ooh, yeah, oh
ooh-ooh-ooh-ooh
you are out of my mind
you aren't seein' my side
you waste all this time tryin' to get to me
but you are out of my mind
heard you say, ""not today""
tore the curtains down, windows open, now make a sound
heard your voice, ""there's no choice""
tore the curtains down, windows open, now make a noise
bah bah bah, bah bah bah
bah bah bah bah bah, bah bah bah bah bah
bah bah bah, bah bah bah
bah bah bah bah bah, bah bah bah bah bah
bah bah bah, bah bah bah
bah bah bah bah bah , bah bah bah bah bah
bah bah bah , bah bah bah
bah bah bah bah bah, bah bah bah bah bah
ooh-ooh-ooh-ooh"
Goner,Blurryface,"I'm a goner, somebody catch my breath
I'm a goner, somebody catch my breath
I wanna be known by you
I wanna be known by you
I'm a goner, somebody catch my breath
I'm a goner, somebody catch my breath
I wanna be known by you
I wanna be known by you

Though I'm weak and beaten down
I'll slip away into this sound
The ghost of you is close to me
I'm inside out, you're underneath

I've got two faces, Blurry's the one I'm not
I've got two faces, Blurry's the one I'm not
I need your help to take him out
I need your help to take him out

Though I'm weak and beaten down
I'll slip away into this sound
The ghost of you is close to me
I'm inside out, you're underneath
Though I'm weak and beaten down
I'll slip away into this sound
The ghost of you is close to me
I'm inside out, you're underneath

Don't let me be gone
Don't let me be gone
Don't let me be gone
Don't let me be gone
Don't let me be!
Don't let me be!
Oh, yeah!

I'm a goner, somebody catch my breath
I'm a goner, somebody catch my breath
I wanna be known by you
I wanna be known by you","i'm a goner, somebody catch my breath
i'm a goner, somebody catch my breath
i wanna be known by you
i wanna be known by you
i'm a goner, somebody catch my breath
i'm a goner, somebody catch my breath
i wanna be known by you
i wanna be known by you
though i'm weak and beaten down
i'll slip away into this sound
the ghost of you is close to me
i'm inside out, you're underneath
i've got two faces, blurry's the one i'm not
i've got two faces, blurry's the one i'm not
i need your help to take him out
i need your help to take him out
though i'm weak and beaten down
i'll slip away into this sound
the ghost of you is close to me
i'm inside out, you're underneath
though i'm weak and beaten down
i'll slip away into this sound
the ghost of you is close to me
i'm inside out, you're underneath
don't let me be gone
don't let me be gone
don't let me be gone
don't let me be gone
don't let me be!
don't let me be!
oh, yeah!
i'm a goner, somebody catch my breath
i'm a goner, somebody catch my breath
i wanna be known by you
i wanna be known by you"
Slowtown,Regional at Best,"Hey, hey
Wouldn't it be great, great
If we could just lay down
And wake up in Slowtown?
Today-day
I wanna go away-way
'Cause things are too fast now
I wanna be in Slowtown

I put my socks on my feet
Just so that my soul won't fall through my toes
And I walk through my door
Just so I don't fall through the floor

I remember when my brother and other kids from neighboring houses
Would get together, I'd ride my bike and my brother would ride his
Put cards in our spokes and make our engines sound like traffic
When using Pokémon cards, please do not use the holographics
So bold and fearless in the risks we'd take
Laugh in the face of gravity as its laws we'd break
On trampolines so high, we'd reach for the sky
But I do not look up anymore, uh, and I don't know why

I put my socks on my feet
Just so that my soul won't fall through my toes
And I walk through my door
Just so I don't fall through the floor

Slow, slow
Slow, slow
Slow, slow
Slow, slow

We're going too fast, fast, save us
We're going too fast, fast, save us
We're going too fast, fast, save us now
We're going too fast, fast, save us
We're going too fast, fast, save us
We're going too fast, fast, save us now
We're going too fast, fast, save us
We're going too fast, fast, save us
We're going too fast, fast, save us now

I walk through my door
(We're going too fast, fast, save us)
Just so I don't fall through the floor
(We're going too fast, fast, save us
We're going too fast, fast, save us now)

Hey, hey
Wouldn't it be great, great
If we could just lay down
And wake up in Slowtown?
Just singin'","hey, hey
wouldn't it be great, great
if we could just lay down
and wake up in slowtown?
today-day
i wanna go away-way
'cause things are too fast now
i wanna be in slowtown
i put my socks on my feet
just so that my soul won't fall through my toes
and i walk through my door
just so i don't fall through the floor
i remember when my brother and other kids from neighboring houses
would get together, i'd ride my bike and my brother would ride his
put cards in our spokes and make our engines sound like traffic
when using pokémon cards, please do not use the holographics
so bold and fearless in the risks we'd take
laugh in the face of gravity as its laws we'd break
on trampolines so high, we'd reach for the sky
but i do not look up anymore, uh, and i don't know why
i put my socks on my feet
just so that my soul won't fall through my toes
and i walk through my door
just so i don't fall through the floor
slow, slow
slow, slow
slow, slow
slow, slow
we're going too fast, fast, save us
we're going too fast, fast, save us
we're going too fast, fast, save us now
we're going too fast, fast, save us
we're going too fast, fast, save us
we're going too fast, fast, save us now
we're going too fast, fast, save us
we're going too fast, fast, save us
we're going too fast, fast, save us now
i walk through my door
just so i don't fall through the floor
(we're going too fast, fast, save us
we're going too fast, fast, save us now)
hey, hey
wouldn't it be great, great
if we could just lay down
and wake up in slowtown?
just singin'"
Forest,Regional at Best,"Ooh, ooh
Ooh, ooh
Ooh

I don't know why I feed on emotion
There's a stomach inside my brain
I don't wanna be heard, I wanna be listened to
Does it bother anyone else that someone else has your name?
Oh, does it bother anyone else that someone else has your name, your name?

I scream, you scream
We all scream, 'cause we're terrified
Of what's around the corner
We stay in place
'Cause we don't wanna lose our lives
So let's think of something better

Down in the forest, we'll sing a chorus
One that everybody knows
Hands held higher, we'll be on fire
Singing songs that nobody wrote

My brain has given up, white flags are hoisted
I took some food for thought, it might be poisoned
The stomach in my brain throws up onto the page
Does it bother anyone else that someone else has your name?
Does it bother anyone else that someone else has your name?

I scream, you scream
We all scream, 'cause we're terrified
Of what's around the corner
We stay in place
'Cause we don't wanna lose our lives
So let's think of something better (Better)
Oh

Down in the forest, we'll sing a chorus
One that everybody knows
Hands held higher, we'll be on fire
Singing songs that nobody wrote

Quickly moving towards the storm, moving forward, torn
Into pieces over reasons of what these storms are for
I don't understand why everything I adore
Takes a different form when I squint my eyes
Have you ever done that? When you squint your eyes
And your eyelashes make it look a little not right
And then when just enough light comes from just the right side
And you find you're not who you're supposed to be?
This is not what you're supposed to see
Please, remember me?
I am supposed to be
King of a kingdom, or swinging on a swing
Something happened to my imagination
The situation's becoming dire
My tree house is on fire
And for some reason I smell gas on my hands
This is not what I had planned
This is not what I had planned
Down in the forest, we'll sing a chorus (Forest, chorus)
Hands held higher, we'll be on fire
Singing songs that nobody wrote

Down in the forest, we'll sing a chorus
One that everybody knows, yeah
Hands held higher, we'll be on fire
Singing songs that nobody wrote

Hands held higher, we'll be on fire
Hands held higher, we'll be on fire (Fire)","ooh, ooh
ooh, ooh
ooh
i don't know why i feed on emotion
there's a stomach inside my brain
i don't wanna be heard, i wanna be listened to
does it bother anyone else that someone else has your name?
oh, does it bother anyone else that someone else has your name, your name?
i scream, you scream
we all scream, 'cause we're terrified
of what's around the corner
we stay in place
'cause we don't wanna lose our lives
so let's think of something better
down in the forest, we'll sing a chorus
one that everybody knows
hands held higher, we'll be on fire
singing songs that nobody wrote
my brain has given up, white flags are hoisted
i took some food for thought, it might be poisoned
the stomach in my brain throws up onto the page
does it bother anyone else that someone else has your name?
does it bother anyone else that someone else has your name?
i scream, you scream
we all scream, 'cause we're terrified
of what's around the corner
we stay in place
'cause we don't wanna lose our lives
so let's think of something better
oh
down in the forest, we'll sing a chorus
one that everybody knows
hands held higher, we'll be on fire
singing songs that nobody wrote
quickly moving towards the storm, moving forward, torn
into pieces over reasons of what these storms are for
i don't understand why everything i adore
takes a different form when i squint my eyes
have you ever done that? when you squint your eyes
and your eyelashes make it look a little not right
and then when just enough light comes from just the right side
and you find you're not who you're supposed to be?
this is not what you're supposed to see
please, remember me?
i am supposed to be
king of a kingdom, or swinging on a swing
something happened to my imagination
the situation's becoming dire
my tree house is on fire
and for some reason i smell gas on my hands
this is not what i had planned
this is not what i had planned
down in the forest, we'll sing a chorus
hands held higher, we'll be on fire
singing songs that nobody wrote
down in the forest, we'll sing a chorus
one that everybody knows, yeah
hands held higher, we'll be on fire
singing songs that nobody wrote
hands held higher, we'll be on fire
hands held higher, we'll be on fire"
